fa9f9233f429644023a92acabafb77c0 ; 114 ; 24 ; 150 ; 42 ; Use DeMorgan's law to take advantage of NANDs and NORs, as these take fewer MOSFETs in CMOS.
fa9f9233f429644023a92acabafb77c0 ; 114 ; 24 ; 96 ; 21 ; Be clever! You can re-use outputs in places you wouldn't expect.
8cc6d2a93758f98e50bfa268da4fa6c0 ; 114 ; 24 ; 132 ; 33 ; The lab suggests computing Cout using 3 NAND2 gates and 1 NAND3 gate. Attempt to use this pattern to reduce the number of FETs used to computer Cout. A NAND gate would replace the existing AND gate (with inputs B and Cin). This would replace the OR gate (inverted NOR requires more FETs!) and the NAND2 gate with a since NAND3.        Recall that:    Cout = AB + ACin + BCin    = ~(AB) + ~(ACin) + ~(BCin)        Since we use a NAND3 gate instead of an AND3 gate, we do not need to invert the output.
8cc6d2a93758f98e50bfa268da4fa6c0 ; 114 ; 24 ; 96 ; 21 ; I would hint that there is overlap in calculating Cout and S.        Once the provided Cin equation is assessed, it is clear that -- other than AB -- either A or B must be true when Cin is true to yield Cout. This essentially translates into Cin * A XOR B.
644b13b08a995295040191c4f21e2f74 ; 114 ; 24 ; 132 ; 33 ; I would suggest using a nand2 for b and cin and changing the last or gate into a nand3 gate.  This produces the same logic table but uses gates that require less mosfets.  
644b13b08a995295040191c4f21e2f74 ; 114 ; 24 ; 96 ; 21 ; Use the output of a xor b for one of the nand2 gates.  This eliminates the need to create the nand gates for a nand cin as well as b nand cin.  
4aa6a3bba08bf9f7c6e63c5eecbbaeb5 ; 96 ; 21 ; 132 ; 33 ; Think about reusing computed values (e.g. A ^ B). Reusing values reduces the number of components needed (but may increase propagation delay).        Think about manipulating gates in sequence to convert them to NANDs and NORs (which use less gates than ANDs or ORs, because CMOS is good for implementing inverting logic). DeMorgan's Laws can be used to do this. For example, something like (~A OR ~B) could be implemented as ~(A NAND B), which requires fewer gates.        In general, the problem of finding an optimal gate configuration is hard, but the two techniques mentioned above can be a useful guide.
eec2331c5412314329017b2d2ba39c92 ; 114 ; 24 ; 132 ; 33 ; Mutate the boolean function for Cout such that all OR and AND operations are being NOT'ed. This allows you to design a circuit using only naturally inverting CMOS gates.
eec2331c5412314329017b2d2ba39c92 ; 114 ; 24 ; 96 ; 21 ; I would ask: is there a way for you to use some intermediate node in one circuit to bypass a CMOS gate in the other, leading to a reduction of used mosfets?
0a2eccf80ad7ef5df7c61c37a1b43132 ; 114 ; 24 ; 132 ; 33 ; Consider a more efficient way of implementing your carry operation.
0a2eccf80ad7ef5df7c61c37a1b43132 ; 114 ; 24 ; 96 ; 21 ; Instead of considering standard gates, think of specific transistor solutions for calculating the carry and sum bits.
716d75cc57fd3e3de7ac3104361b2914 ; 114 ; 24 ; 132 ; 33 ; I would advise them to use three 2-input NANDs and one 3-input NAND, configured in Sum-of-Products to detect the cases where the carry-out should be nonzero.
716d75cc57fd3e3de7ac3104361b2914 ; 114 ; 24 ; 96 ; 21 ; Use intermediate steps from the cascaded XOR gates.
9d3567b78def8924c263e9d8ed31d758 ; 114 ; 24 ; 132 ; 33 ; Use demorgans law and think about cascading 2input nands with a 3input nand. It is more efficient to use only inverting logic. 
9d3567b78def8924c263e9d8ed31d758 ; 114 ; 24 ; 96 ; 21 ; Think of the logic overlap between S and Cout and share the gates between them.    Think of how to use the XORs you already have to use for S in constructing Cout
6de7799ecd47ece1dfaadd8ff938f14c ; 96 ; 18 ; 132 ; 33 ; Looking at the logic of the cout, it should be pretty obvious that the logic is the opposite of inverting. Ergo, adding an inverter (a small investment) can flip it so that the outputs are in fact inverting, and the logic can all be done with just one gate. This decreases both the time for this logic (shortest path now shorter) and the number of MOSFETs needed since more efficiently done.
c39d2e7b1b54d3e189691b8ca901322d ; 114 ; 24 ; 132 ; 33 ; Instead of having B AND Cin, you could also make it a NAND. Then, you can have a three-input NAND to combine them instead of the 2-input NAND and the 2-input OR (remember that by Demorgan's Law two cascaded NANDs are logically equivalent to a cascade of AND/OR).
c39d2e7b1b54d3e189691b8ca901322d ; 114 ; 24 ; 96 ; 21 ; Try to combine your circuit - you can use some of the gates in the S output as part of your Cout output (common elements = less gates overall!)
83225ad3552e2f8fee8b920850651d1e ; 114 ; 24 ; 132 ; 33 ; I would give the advice that CMOS gates are naturally inverting, and therefore when implementing larger logic functions, the more one can use inverting sub-logic (such as NOR and NAND gates), the less mosfets the design will end up needing.  For example, the Cout schema shown above uses an AND and an OR gate in series, both of which take more mosfets to make than their counterparts NAND and NOR because they require inverters.  I would suggest observing the cascading of NAND gates and see how that accomplishes nearly the same logic as cascading AND/OR, while using less mosfets.  If further guidance is needed, I would also suggest using a 3-input NAND gate where the inputs are the outputs of three 2-input NAND gates.  To explain this, I would use Demorgan's Law to show how a 3-input NAND gate can be used to compute the OR of 3 inversed inputs.
83225ad3552e2f8fee8b920850651d1e ; 114 ; 24 ; 96 ; 21 ; I would have the student look at their solution and observe that S and Cout are being implemented separately.  I would then tell them that there are likely simplifications that can be found by looking at intermediary computations in each of the schemas and seeing how they can be applied to the other.  In this case, we see that after the first XOR of the S schema, the result can be put through cascading NANDs to achieve the same output.  Using Demorgan's Law again, I would work backwards and show how the output we want can be achieved from a various combinations of inputs.  One of these combinations would correspond to something quite close to the above solution, and I would give the final hint that a 2-input XOR gate only differs from a 2-input OR gate when the inputs are both 1's.  This allows for a bit of simplification since we have already computed XOR, but I would note that this is a tricky design to figure out.
83eceded93349c3b88b411687dc4896c ; 114 ; 24 ; 132 ; 33 ; For Cout, rather than combining NAND(AB) and NAND(AC) into another two-input NAND, you could just take the NAND3 of NAND(AB), NAND(AC), and NAND(BC), which would use far fewer mosfets as you wouldn't need the inverters necessary for OR and AND.
83eceded93349c3b88b411687dc4896c ; 114 ; 24 ; 96 ; 21 ; Rather than making the S and Cout as two separate modules, you could use the work you've already done to get an XOR of A and B to then not need to use three full NAND2 and a NAND3 circuit. By avoiding modularization of separate outputs you can save a lot of unnecessary repetition of logic.
7a183418841e4e34554b127c38a258eb ; 72 ; 22 ; 132 ; 33 ; Implement XOR gate using transmission-gate-logic for S. Implement complex ('lump') gate with mosfet-sharing and output inverter for Cout.
0a6274500b7f16cf1e9950dd0d3015f2 ; 126 ; 30 ; example=expected ; example=expected ; Since the gate-level design matches mine, I would say to be more careful about your sub-circuit design.  I know that I used 2 more mosfets than necessary in the xor implementation, and therefore must also have used 2 more mosfets than necessary in nand.
0a6274500b7f16cf1e9950dd0d3015f2 ; 126 ; 30 ; 96 ; 21 ; If you work through the truth table of two parallel nands with a common input and an xor of the different inputs cascaded into a nands with the common input, you find them to be identical.  This makes the previous design and this one identical.
6d24f715fca44ce35bb550922d18c953 ; 96 ; 21 ; 132 ; 33 ; I would say that the two outputs do not need to have completely separate sets of combinational logic gates. It is more efficient if you look for ways they can overlap so that you don't have to calculate the same thing multiple times.
a93ed42befb01026353ec6531129d842 ; 132 ; 36 ; example=expected ; example=expected ; Do not try to be too clever with C_out--design your schematic as the expression is written. This way you will achieve the schematic shown in Comparison #1.
a93ed42befb01026353ec6531129d842 ; 132 ; 36 ; 96 ; 21 ; Keep in mind that although expressions like XOR and OR are not equivalent in isolation, when combined in a larger expression, they may serve the same purpose. Because you've already found the XOR of A and B for example, you can then use that as the OR of A and B when you know A AND B will be ANDed with A XOR B later on.
490c4360225293a8c3cd0d1982599d92 ; 92 ; 20 ; 132 ; 33 ; Try to write a SOP for Cout and use DeMorgan's. You did it correctly for the AB and ACin part. Try to use the same reasoning for BCin part too. It will require just slight changes are you are good to go. Remember how many fets are required for every gate and that the CMOS logic is inherently inverting.
6b2c495eb23b252cd430adb4c47a31df ; 114 ; 24 ; 132 ; 33 ; We can get away with using a smaller circuit to compute Cout. To find an alternative implementation, apply DeMorgan's law to the expression of complement of the complement of Cout. The specific case that turns out to be useful elsewhere too is that or of and-s is equivalent to nand of nand-s.
6b2c495eb23b252cd430adb4c47a31df ; 114 ; 24 ; 96 ; 21 ; Let's try rewriting Cout using the xor of two inputs that we already compute -- maybe we can utilize that to save circuit space. Observe that Cout is only 0 in these cases:    - A=0, B=0    - A=1, B=0, C=0    - A=0, B=1, C=0    Does any part of this table look like something we have already computed? How many mosfets would computing the rest take, and how many would we need to get to Cout from there?
aaf6eeee00bdf5a7675f3549a67d5b02 ; 114 ; 30 ; 132 ; 33 ; Focus on simplifying your model. There are many simple equivalents that can substituted in the circuit. Try using more universal gates and combining it with your XOR. 
aaf6eeee00bdf5a7675f3549a67d5b02 ; 114 ; 30 ; 96 ; 21 ; Try to remove unnecessary components of the circuit. Use your engineering mind and try to remove needless parts that are equivalent. Replace the And gates with NAND gates and try to use substitute the NOR Gate with NAND implementations. 
ef68581e3c9d574a39f6f467d26a3e50 ; 114 ; 24 ; 132 ; 33 ; Use Demorgan's Law to simplify.
ef68581e3c9d574a39f6f467d26a3e50 ; 114 ; 24 ; 96 ; 21 ; Don't calculate the same thing twice. If one part of your circuit gives you information that can be used elsewhere, take advantage of it.
3a0135f9157447e16da5c17863f1531c ; 114 ; 24 ; 132 ; 33 ; Recall that it should take 4 mosfets to make a 2-input NAND gate, and 6 for 2-input OR and 2-input AND gates.        Also, realize that DeMorgan's Law applies regardless of the number of inputs, and just as you implemented the first two AND-ORs with NAND gates, you can also implement all three with a three-input NAND gate, which takes 6 mosfets to implement, saving you 6 of them per FA module.
